"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"ZCRB1",0.224728754417729,-0.217732067573868,0.122,0.137,1,"NS"
"MAPKAPK2",0.173561980430758,-0.217783242991704,0.086,0.102,1,"NS"
"SP3",0.177096578000731,-0.218438239785374,0.099,0.115,1,"NS"
"SDHAF2",0.0426606392508434,-0.218674408402104,0.113,0.139,1,"NS"
"SRI",0.485332162181917,-0.219012575837026,0.272,0.278,1,"NS"
"PSMG2",0.046070439071673,-0.219101415546162,0.158,0.188,1,"NS"
"COX7A2L",0.0119017499898783,-0.219203066774713,0.252,0.291,1,"NS"
"PRPF8",0.104397719727802,-0.219234794286554,0.093,0.112,1,"NS"
"USP15",0.0435348085861612,-0.219873841188417,0.189,0.223,1,"NS"
"GNB1",0.127299911572444,-0.220609444016762,0.152,0.174,1,"NS"
"EMD",0.362724095407483,-0.220685702845543,0.132,0.143,1,"NS"
"SEC61G",0.214867178202017,-0.220910347298023,0.393,0.405,1,"NS"
"GRK6",0.151612617276852,-0.221004516475743,0.117,0.135,1,"NS"
"ADGRE5",0.0407341850376903,-0.221119717343814,0.377,0.404,1,"NS"
"ACTR10",0.566168642758002,-0.221300063290334,0.117,0.123,1,"NS"
"AKR1A1",0.483361912962353,-0.221819294600632,0.106,0.113,1,"NS"
"ROCK1",0.0421782497311484,-0.221983301494977,0.236,0.268,1,"NS"
"ORMDL2",0.378850076213248,-0.223378893561796,0.098,0.108,1,"NS"
"CIAO1",0.104820431978919,-0.22367082711507,0.102,0.122,1,"NS"
"MDH1",0.11477718809501,-0.22557469333118,0.174,0.197,1,"NS"
"TBCA",0.00390948905536546,-0.22586003559648,0.316,0.364,1,"NS"
"CCDC82",0.0335524661973676,-0.226113858730377,0.089,0.115,1,"NS"
"ADPGK",0.0759500833508611,-0.226492941945066,0.082,0.103,1,"NS"
"TBCB",0.0165973611903545,-0.226644467405455,0.247,0.285,1,"NS"
"RNASEH2B",0.156177263196497,-0.227173576384716,0.105,0.123,1,"NS"
"SF3B4",0.547014289002804,-0.227353445618126,0.103,0.109,1,"NS"
"HEXA",0.0335910178818663,-0.227393868995676,0.11,0.137,1,"NS"
"COX20",0.114353915824006,-0.227501634347379,0.144,0.164,1,"NS"
"FBXO7",0.0973207442627183,-0.227602072543163,0.137,0.161,1,"NS"
"POLR2G",0.625129384779721,-0.229059450126341,0.231,0.233,1,"NS"
"TMEM59",0.00472813921660832,-0.229369831512797,0.409,0.46,1,"NS"
"ACTR3",0.0308144403038988,-0.229753168414539,0.395,0.434,1,"NS"
"COPS6",0.105927371717646,-0.230364969793834,0.193,0.217,1,"NS"
"PSMD8",0.0203625069092847,-0.230395578791759,0.29,0.33,1,"NS"
"CAPZA2",0.412517799130076,-0.231047584523129,0.169,0.18,1,"NS"
"EIF6",0.0369538764503692,-0.231380357277201,0.153,0.185,1,"NS"
"PIK3R1",0.0509956282140277,-0.232143944873264,0.318,0.346,1,"NS"
"CPNE1",0.383457982931179,-0.232638583080006,0.179,0.189,1,"NS"
"MACF1",0.000701031188707557,-0.232887578139704,0.211,0.267,1,"NS"
"ORMDL1",0.0100262176554874,-0.233709389625371,0.212,0.255,1,"NS"
"NLRC5",0.0290424144667672,-0.233752061473457,0.086,0.113,1,"NS"
"CNOT7",0.408031309591644,-0.234097176612895,0.107,0.116,1,"NS"
"UBE2R2",0.258162723551589,-0.234489056124748,0.092,0.105,1,"NS"
"CHCHD5",0.0727739348354388,-0.234555798351465,0.111,0.134,1,"NS"
"MORF4L1",0.0187281599738923,-0.234625440252324,0.387,0.425,1,"NS"
"GNB2",0.155787002138618,-0.235070182368529,0.208,0.229,1,"NS"
"PUM1",0.0797918580043506,-0.23516348921468,0.086,0.106,1,"NS"
"DDRGK1",0.08565127047888,-0.235452168966526,0.115,0.137,1,"NS"
"AP2M1",0.0112538003648272,-0.235622204055982,0.247,0.29,1,"NS"
"PSENEN",0.416632699801976,-0.235869092767067,0.137,0.147,1,"NS"
"PSMB2",0.140748873665,-0.236259693428027,0.201,0.222,1,"NS"
"PPP6C",0.150075406813568,-0.236508174225417,0.089,0.106,1,"NS"
"CELF2",0.0117781831542104,-0.236906455127806,0.349,0.389,1,"NS"
"XRCC6",0.107071401132139,-0.237863132434754,0.225,0.25,1,"NS"
"SYAP1",0.00597612811427734,-0.23812664326538,0.23,0.273,1,"NS"
"FKBP5",0.147908015821126,-0.238470011853371,0.156,0.177,1,"NS"
"PARK7",0.00491960569512815,-0.238480805384754,0.404,0.458,1,"NS"
"G3BP1",0.201352705351288,-0.23854722964297,0.139,0.155,1,"NS"
"VPS51",0.230769845473923,-0.238780499246718,0.111,0.126,1,"NS"
"PARP14",0.319423817764311,-0.239058014320453,0.122,0.135,1,"NS"
"FAM107B",0.0587487833327409,-0.239358153781854,0.234,0.262,1,"NS"
"EVI2B",0.0885368735203892,-0.240619156167116,0.219,0.246,1,"NS"
"GOLGB1",0.453126713901951,-0.241173428038185,0.16,0.168,1,"NS"
"PEPD",0.0571586249821492,-0.241501916471541,0.085,0.108,1,"NS"
"RNF145",0.311188679860351,-0.241649209267818,0.129,0.141,1,"NS"
"ILK",0.0294073014865513,-0.242162146125561,0.116,0.146,1,"NS"
"PDAP1",0.0552244712463869,-0.242263126596558,0.179,0.207,1,"NS"
"RSU1",0.551611481603076,-0.242480847254385,0.108,0.114,1,"NS"
"ARF5",0.190231739242269,-0.24257708261382,0.187,0.206,1,"NS"
"CAPZB",0.00627528588910608,-0.242827562235157,0.41,0.452,1,"NS"
"CDC5L",0.130962834236299,-0.243225389280034,0.108,0.127,1,"NS"
"CEP57",0.311579798718318,-0.243704778295498,0.103,0.114,1,"NS"
"NFATC3",0.0479940760161907,-0.244279990756413,0.141,0.169,1,"NS"
"PSIP1",0.0120324923607749,-0.244564462692407,0.158,0.194,1,"NS"
"RAB14",0.0241928815245929,-0.244762963968904,0.132,0.164,1,"NS"
"PICALM",0.165506069735033,-0.24476818771507,0.087,0.103,1,"NS"
"PSMD7",0.182954755161927,-0.244969878213508,0.163,0.181,1,"NS"
"IL2RG",0.00085317482560638,-0.245289388034346,0.492,0.55,1,"NS"
"SDF4",0.0672817208687906,-0.245617627645775,0.184,0.213,1,"NS"
"PDCD5",0.383680146555737,-0.247854674627743,0.147,0.158,1,"NS"
"DGUOK",0.0456312925757036,-0.248156968921536,0.235,0.266,1,"NS"
"PLEKHJ1",0.128431105399341,-0.248238857040303,0.12,0.14,1,"NS"
"DAZAP2",0.0616022892453773,-0.248436611865856,0.3,0.325,1,"NS"
"JARID2",0.014012423551938,-0.248486132149941,0.078,0.106,1,"NS"
"FAM162A",0.279300995734321,-0.250230921865862,0.093,0.105,1,"NS"
"NEDD8",0.00260306978083376,-0.250304963886318,0.41,0.466,1,"NS"
"TMEM109",0.102590587387609,-0.250313571017565,0.119,0.141,1,"NS"
"CHMP2A",0.0048706461123131,-0.250750812960219,0.193,0.238,1,"NS"
"TMF1",0.0259973747750306,-0.250805598190581,0.14,0.17,1,"NS"
"CWC25",0.500322336219178,-0.250807862017353,0.126,0.134,1,"NS"
"ABHD14B",0.235642858511095,-0.250964719878318,0.105,0.119,1,"NS"
"IAH1",0.197896920566352,-0.251870622399941,0.144,0.161,1,"NS"
"METTL5",0.839541996512428,-0.251879159248445,0.122,0.117,1,"NS"
"ACAA1",0.0730385049714706,-0.251894102550148,0.111,0.134,1,"NS"
"PRKCH",0.00467101809788128,-0.252080617381972,0.274,0.324,1,"NS"
"PPP1R7",0.264326675486224,-0.252445437141536,0.146,0.161,1,"NS"
"ZNHIT1",0.0014066508391351,-0.252468568955687,0.202,0.257,1,"NS"
"ATP6V1G1",0.00526959335298067,-0.253170998440397,0.401,0.448,1,"NS"
"NIPBL",0.00680091211982307,-0.253253934328711,0.13,0.169,1,"NS"
"IL16",0.639889822745732,-0.253427214260891,0.151,0.156,1,"NS"
"IDH2",0.0875312982897233,-0.253681673704355,0.208,0.234,1,"NS"
"DNAJB11",0.490910812426233,-0.253856514331652,0.143,0.15,1,"NS"
"NDUFA1",0.000510652149283594,-0.254106093897245,0.382,0.448,1,"NS"
"KLHL24",0.131835166733991,-0.254330308386926,0.087,0.104,1,"NS"
"DPM3",0.178416008877482,-0.254368827376602,0.114,0.132,1,"NS"
"PTRHD1",0.073281177136841,-0.254961624143278,0.122,0.145,1,"NS"
"CTNNBL1",0.0610855270786885,-0.254978851025977,0.089,0.111,1,"NS"
"TOP1",0.10574748598839,-0.25551689777123,0.179,0.201,1,"NS"
"TAP1",0.0215952281668707,-0.256491048094488,0.243,0.282,1,"NS"
"SH3GLB1",0.0308339621912497,-0.256514710066616,0.209,0.243,1,"NS"
"CDC42SE2",0.00439528309116855,-0.256559578288577,0.314,0.366,1,"NS"
"PSMA7",0.00393625382562427,-0.25692279866897,0.526,0.563,1,"NS"
"EIF2S2",0.00966604676153376,-0.257042270264055,0.211,0.255,1,"NS"
"ACAA2",0.0792758013176403,-0.257648041675342,0.129,0.152,1,"NS"
"BSG",0.00443054205191506,-0.258099550829006,0.288,0.339,1,"NS"
"RAB8B",0.176449011149253,-0.258296289103742,0.193,0.213,1,"NS"
"KRAS",0.0985814600005109,-0.258589038494465,0.14,0.162,1,"NS"
"PSMB3",0.006626884956292,-0.258645262564686,0.277,0.324,1,"NS"
"UBXN1",0.00340388133366962,-0.258927864167201,0.377,0.425,1,"NS"
"CORO1A",0.000101796411503195,-0.259404139257382,0.664,0.709,1,"NS"
"BDP1",0.104173813609132,-0.259766341787547,0.144,0.165,1,"NS"
"USP16",0.0309852503196514,-0.259880428162856,0.177,0.211,1,"NS"
"XRN2",0.16609504064774,-0.261101943063151,0.149,0.167,1,"NS"
"TMEM167A",0.244559347006367,-0.261497019111968,0.138,0.153,1,"NS"
"NDUFS3",0.128612333796511,-0.261550068007345,0.114,0.133,1,"NS"
"CANX",0.0119097215100557,-0.261569400416274,0.183,0.223,1,"NS"
"UBQLN1",0.323685727952471,-0.261649217393624,0.093,0.104,1,"NS"
"NCL",0.000849442031914119,-0.261659934924518,0.47,0.515,1,"NS"
"SREK1",0.183366983909081,-0.261854595197377,0.107,0.123,1,"NS"
"ATP6V0B",0.0337635129017744,-0.261985620285728,0.245,0.279,1,"NS"
"MYH9",0.00644837772160356,-0.26270401375007,0.234,0.276,1,"NS"
"CASP1",0.308543535914073,-0.262776788934015,0.154,0.167,1,"NS"
"ACP1",0.199482422890204,-0.263111067660085,0.182,0.198,1,"NS"
"PFDN4",0.388713990465004,-0.263328016934457,0.095,0.104,1,"NS"
"RASGRP1",0.099330090740776,-0.263416468366281,0.116,0.138,1,"NS"
"PCGF5",0.0640400127037588,-0.264066698766825,0.09,0.111,1,"NS"
"PRR13",0.0615254398948738,-0.264102436908622,0.365,0.388,1,"NS"
"TSNAX",0.0766363287933391,-0.264160189905108,0.103,0.125,1,"NS"
"WBP11",0.0443087691235267,-0.264537624667727,0.112,0.138,1,"NS"
"ERH",0.0642089062634594,-0.264638764885577,0.278,0.305,1,"NS"
"DAD1",0.0166098941888436,-0.265794984799975,0.35,0.39,1,"NS"
"GIMAP1",0.00248300866741279,-0.266047901999821,0.147,0.192,1,"NS"
"RHOF",0.0838738565743754,-0.26639230910374,0.206,0.233,1,"NS"
"HCLS1",0.0081115141340034,-0.266561112196927,0.3,0.342,1,"NS"
"UPF3B",0.0705943092765122,-0.266594648393208,0.087,0.108,1,"NS"
"RECQL",0.00890331695662092,-0.266613156116442,0.11,0.144,1,"NS"
"PTPN1",0.3873364267909,-0.267257291768528,0.121,0.131,1,"NS"
"ANXA2R",0.0830816832732942,-0.267370734895955,0.093,0.114,1,"NS"
"MPHOSPH10",0.0067439713189215,-0.267987869375728,0.075,0.106,1,"NS"
"ZNF148",0.107868564996715,-0.268914292836019,0.108,0.128,1,"NS"
"ATG5",0.377000358145117,-0.26926017062646,0.093,0.102,1,"NS"
"PSMA5",0.115382368977306,-0.269742338513525,0.237,0.261,1,"NS"
"PSMC6",0.0372956879116359,-0.270088101418048,0.134,0.164,1,"NS"
"ARL2BP",0.295996389088585,-0.270153748461661,0.11,0.122,1,"NS"
"ATRX",0.0659263510222664,-0.270382977983036,0.254,0.281,1,"NS"
"IP6K2",0.327356332651244,-0.270452711138021,0.102,0.113,1,"NS"
"SS18L2",0.0623517163122604,-0.270524413752584,0.162,0.188,1,"NS"
"COQ10B",0.17915313404903,-0.270528062631504,0.162,0.18,1,"NS"
"MYO9B",0.112494137174777,-0.271412837417671,0.088,0.107,1,"NS"
"TSPAN14",0.153159905294734,-0.271816500444497,0.141,0.16,1,"NS"
"CCDC124",0.328884657056609,-0.272224401928275,0.104,0.114,1,"NS"
"RAB11FIP1",0.0620184800077595,-0.272367637677113,0.132,0.159,1,"NS"
"CDC42",0.000819366594840957,-0.273008173901461,0.54,0.583,1,"NS"
"CNOT4",0.0959494697112537,-0.273166996024357,0.138,0.16,1,"NS"
"NDUFS4",0.0791978744645415,-0.274032015690529,0.109,0.131,1,"NS"
"CALR",0.00764625529360962,-0.274406738146581,0.453,0.481,1,"NS"
"FUNDC2",0.00609657956438784,-0.274669759475967,0.112,0.149,1,"NS"
"CTSS",0.000549295316411795,-0.274759079213774,0.212,0.271,1,"NS"
"BTF3L4",0.33311879549024,-0.275470127286549,0.101,0.111,1,"NS"
"PPP2R5A",0.0542735584564698,-0.27562155163356,0.113,0.138,1,"NS"
"HSD17B10",0.154294600692566,-0.275753993868059,0.132,0.151,1,"NS"
"RSRC1",0.0229120953445819,-0.27652297117916,0.079,0.106,1,"NS"
"UPP1",0.0207569757879525,-0.276835039796012,0.204,0.241,1,"NS"
"PRKDC",0.0897973778160077,-0.277009208365909,0.096,0.117,1,"NS"
"GTF2I",0.0262042288563151,-0.277368366387208,0.113,0.142,1,"NS"
"SSB",0.0365488470136269,-0.278248601646592,0.215,0.245,1,"NS"
"APBB1IP",0.000406408530475471,-0.279677225742419,0.216,0.274,1,"NS"
"ADAM8",0.0445550459650672,-0.279940747980916,0.187,0.216,1,"NS"
"COMMD4",0.115475577206036,-0.279970450002886,0.088,0.106,1,"NS"
"ATP6V0D1",0.153739712545909,-0.280149159477335,0.148,0.166,1,"NS"
"RIOK3",0.0171650950942761,-0.280648596468167,0.098,0.129,1,"NS"
"PRKACB",0.00940927019016025,-0.281572628384143,0.17,0.211,1,"NS"
"SLFN5",0.0196028945795703,-0.281712113138828,0.188,0.224,1,"NS"
"GNG5",0.000267884010881604,-0.281846890614767,0.303,0.367,1,"NS"
"RHOC",0.00439101082887864,-0.282202344898839,0.3,0.347,1,"NS"
"TCEA1",0.0478843150500665,-0.283173888644347,0.202,0.234,1,"NS"
"SNRPD3",0.0345287077986276,-0.283201220192319,0.211,0.244,1,"NS"
"ARPP19",0.0591047695829737,-0.283542570666007,0.164,0.19,1,"NS"
"GUK1",0.000216515322318218,-0.284540185690938,0.513,0.564,1,"NS"
"SMCHD1",0.00257415028756532,-0.28537107412188,0.207,0.256,1,"NS"
"RBM6",0.0049075109496501,-0.285373558335549,0.123,0.162,1,"NS"
"RNH1",0.0251893820589956,-0.285634241788639,0.17,0.203,1,"NS"
"PPM1G",0.0158806379680623,-0.286014814235063,0.158,0.193,1,"NS"
"SNRPG",0.0359012731297037,-0.286885660898861,0.307,0.337,1,"NS"
"ANP32A",0.0794528997208089,-0.286890052732728,0.205,0.231,1,"NS"
"MEA1",0.076667869287109,-0.286927428303748,0.098,0.119,1,"NS"
"PSAP",0.00136607607035501,-0.28716640355949,0.211,0.266,1,"NS"
"TMED2",0.128909383131282,-0.287178083544905,0.242,0.262,1,"NS"
"PSMB9",0.000204242638224161,-0.289216323579856,0.51,0.559,1,"NS"
"RBM4",0.0505857303143452,-0.28978881838895,0.122,0.148,1,"NS"
"B4GALT1",0.000275663072661731,-0.290611164375168,0.138,0.194,1,"NS"
"RPA3",0.274749381420244,-0.290675298154372,0.116,0.129,1,"NS"
"PITPNC1",0.0039540826160768,-0.291171269277453,0.16,0.204,1,"NS"
"DGKD",0.147407625376767,-0.291530090572053,0.086,0.103,1,"NS"
"USF2",0.0280906623363267,-0.291611544605108,0.121,0.151,1,"NS"
"KDELR2",0.0433754893773652,-0.291995902444212,0.164,0.192,1,"NS"
"SMC3",0.00811125281107017,-0.292327902604389,0.132,0.167,1,"NS"
"FBXW5",0.00819620577409107,-0.292724422326454,0.148,0.188,1,"NS"
"DBNL",0.0308978923511369,-0.293174008474545,0.143,0.174,1,"NS"
"IQGAP1",0.00171946760413445,-0.293183877117787,0.272,0.325,1,"NS"
"BHLHE40",0.000718506924756488,-0.293228783711126,0.192,0.25,1,"NS"
"FKBP3",0.539757339925437,-0.293414906207285,0.095,0.1,1,"NS"
"UHMK1",0.0279246266882862,-0.293559433822163,0.137,0.167,1,"NS"
"LAMTOR4",0.000514286650402039,-0.293642568165611,0.358,0.419,1,"NS"
"ITSN2",0.125046025330031,-0.293758895386923,0.145,0.164,1,"NS"
"CIR1",0.00581690070272889,-0.293859312955719,0.167,0.208,1,"NS"
"SRA1",0.16812678752823,-0.294101389322813,0.111,0.127,1,"NS"
"POLR2F",0.0536979005548754,-0.294277013672075,0.169,0.197,1,"NS"
"JPX",0.162487198101147,-0.29430389651373,0.089,0.105,1,"NS"
"DUSP23",0.172108833770933,-0.294629079483979,0.099,0.115,1,"NS"
"FDPS",0.0191884894073013,-0.296703039523238,0.163,0.197,1,"NS"
"HSBP1",0.127164335510509,-0.297133898496225,0.125,0.144,1,"NS"
"UBE2D2",0.00741179359021882,-0.297290804259568,0.316,0.358,1,"NS"
"RNF149",0.0116203305848164,-0.297508862659372,0.141,0.178,1,"NS"
"ATG12",0.0482121691760632,-0.298821714726681,0.173,0.201,1,"NS"
"BCL7B",0.253127190477419,-0.298824564191436,0.114,0.127,1,"NS"
"PAIP2",0.0222297823849334,-0.299844368397418,0.288,0.321,1,"NS"
"TERF2IP",0.00251165192401736,-0.300116510899367,0.296,0.349,1,"NS"
"EIF3G",0.00368388678131428,-0.300181004619833,0.491,0.523,1,"NS"
"THOC7",0.100125768200584,-0.300701857816536,0.132,0.153,1,"NS"
"TRIM56",0.0730625018843417,-0.301097049459288,0.099,0.121,1,"NS"
"TLN1",0.00121280767278624,-0.301145611198226,0.254,0.307,1,"NS"
"ZC3H15",0.0176196879779872,-0.301194601039471,0.206,0.245,1,"NS"
"PDCD2",0.0545892107072554,-0.301312260501868,0.112,0.136,1,"NS"
"PPP1R35",0.0128382447577411,-0.301561179823755,0.088,0.118,1,"NS"
"GUSB",0.163703487632829,-0.301703417316975,0.086,0.102,1,"NS"
"CWC15",0.257460220508902,-0.301717808254997,0.15,0.164,1,"NS"
"TMEM50B",0.294808520077829,-0.301943324075243,0.102,0.115,1,"NS"
"COX6A1",0.000403913985909832,-0.302957523314382,0.448,0.506,1,"NS"
"PHF3",0.0588214566735579,-0.303309438024584,0.123,0.148,1,"NS"
"SMG1",0.0312153230134333,-0.30346690704693,0.132,0.162,1,"NS"
"MED28",0.119055323695755,-0.304072852757318,0.122,0.141,1,"NS"
"TMCO1",0.00319605994146633,-0.304203619464172,0.221,0.269,1,"NS"
"CTDNEP1",0.00769462658677177,-0.305367696729956,0.09,0.122,1,"NS"
"POP5",0.00300949757103256,-0.305401122277577,0.096,0.133,1,"NS"
"ANKRD12",0.00164040374300323,-0.305822429703609,0.318,0.37,1,"NS"
"DHRS3",0.0315600877058784,-0.306170588493418,0.084,0.11,1,"NS"
"UBE2M",0.00863173257250809,-0.307224669104483,0.104,0.138,1,"NS"
"PHF11",0.0191675883664661,-0.308339575745392,0.118,0.149,1,"NS"
"SNX2",0.183308320172621,-0.309056392374757,0.087,0.102,1,"NS"
"LCP1",9.28765116662762e-05,-0.309326324770171,0.466,0.53,1,"NS"
"DNM2",0.0466442396027483,-0.30934332679966,0.089,0.112,1,"NS"
"OSBPL8",0.0352251948890804,-0.309705979839667,0.152,0.18,1,"NS"
"RER1",0.0275772009985871,-0.310435484992098,0.179,0.211,1,"NS"
"RAD23B",0.0323536911389349,-0.311797367363411,0.088,0.113,1,"NS"
"PSMA3",0.00244148688371055,-0.312056517989059,0.171,0.219,1,"NS"
"SNRPC",0.0237542822763714,-0.312581701859862,0.137,0.167,1,"NS"
"BLOC1S2",0.597110229303939,-0.312718136662162,0.141,0.145,1,"NS"
"INPP5D",0.018412489040348,-0.312900333384654,0.162,0.195,1,"NS"
"SRRM2",0.00264453849371316,-0.3129636628622,0.333,0.384,1,"NS"
"AKR7A2",0.0385312852211496,-0.31359179515942,0.12,0.148,1,"NS"
"PSMA4",0.00343116770272266,-0.313782779910121,0.255,0.299,1,"NS"
"XRCC5",0.00995447504735455,-0.313979286999317,0.272,0.312,1,"NS"
"GOLGA7",0.10759463286446,-0.314002190521748,0.137,0.157,1,"NS"
"PIGT",0.101814455897693,-0.314208070934796,0.099,0.119,1,"NS"
"GPATCH8",0.00304961764291617,-0.314302423860711,0.154,0.197,1,"NS"
"SDHC",0.137207445353878,-0.315480939986838,0.152,0.171,1,"NS"
"TMEM256",0.122938463079392,-0.317890360431366,0.149,0.17,1,"NS"
"HNRNPA3",0.000241350939221508,-0.318289598880623,0.4,0.453,1,"NS"
"ITGB1",9.25038918034056e-05,-0.318393149541065,0.383,0.45,1,"NS"
"COMMD8",0.431643414739394,-0.318788920460835,0.123,0.131,1,"NS"
"CELF1",0.0707591431459793,-0.318953985999166,0.12,0.142,1,"NS"
"PPP4R3A",0.0272165410513737,-0.319340991598187,0.11,0.138,1,"NS"
"TUFM",0.000848212364146515,-0.319633264509867,0.204,0.261,1,"NS"
"WIPF1",0.000153541895144948,-0.319636563942457,0.32,0.38,1,"NS"
"DNMT1",0.442300467809039,-0.320216954984635,0.126,0.134,1,"NS"
"TAF11",0.0990335072150351,-0.320905397057184,0.093,0.112,1,"NS"
"NDUFB1",0.012604420484295,-0.322018567683385,0.253,0.293,1,"NS"
"ATF6B",0.00018239892568388,-0.322331778060072,0.113,0.165,1,"NS"
"SPEN",0.0228933998606718,-0.32343618304191,0.082,0.108,1,"NS"
"APOBEC3C",0.00611876418268483,-0.323745238073091,0.2,0.243,1,"NS"
"LAPTM4A",0.0190223700484552,-0.323878408012998,0.16,0.194,1,"NS"
"PDCD10",0.0264714658296017,-0.32444336262768,0.147,0.178,1,"NS"
"ANXA6",0.000115481162094876,-0.324903693371035,0.282,0.351,1,"NS"
"BTN3A1",0.00727283272539116,-0.325804475021276,0.131,0.169,1,"NS"
"SCP2",0.0023207534796127,-0.326040092271128,0.263,0.315,1,"NS"
"PTBP3",0.00655968523425975,-0.326432988688905,0.092,0.125,1,"NS"
"AURKAIP1",0.000504672838134141,-0.32659861750915,0.235,0.295,1,"NS"
"VPS37B",0.0111901025029287,-0.326847030381896,0.232,0.27,1,"NS"
"ARIH2",0.0025175033449543,-0.327000226852822,0.114,0.156,1,"NS"
"TNRC6B",0.00052371761560228,-0.328004148508045,0.231,0.288,1,"NS"
"NDUFS2",0.0285266113010251,-0.32834593218067,0.117,0.146,1,"NS"
"PIN1",0.042805451668804,-0.328683421132401,0.174,0.202,1,"NS"
"CHD3",0.0558090145649683,-0.329175182729958,0.079,0.1,1,"NS"
"CRELD2",0.00960464081557992,-0.329648240406823,0.103,0.136,1,"NS"
"SLC38A1",0.000554262238907274,-0.329838085646279,0.225,0.282,1,"NS"
"RALBP1",0.0804612620321546,-0.330232079673303,0.141,0.164,1,"NS"
"RSBN1L",0.00385897070833964,-0.330390991882888,0.191,0.237,1,"NS"
"FAAP20",0.0305985965128863,-0.330593466168649,0.141,0.17,1,"NS"
"TMUB1",0.043750734519438,-0.331133297798226,0.102,0.127,1,"NS"
"LMAN2",0.00111307233815695,-0.3314295291147,0.267,0.325,1,"NS"
"MAPK1IP1L",0.0203097634254261,-0.331524441327679,0.124,0.155,1,"NS"
"MOB3A",0.00620077022576358,-0.332073123815539,0.087,0.121,1,"NS"
"UBL3",0.211935543667872,-0.332276721103069,0.093,0.107,1,"NS"
"ATP6AP2",0.00973928014927655,-0.332412553672352,0.197,0.24,1,"NS"
"RALY",0.0305593618875966,-0.332793839289795,0.237,0.269,1,"NS"
"LPGAT1",0.00333316436070738,-0.33409609773736,0.074,0.108,1,"NS"
"RBBP7",0.00549052773506568,-0.334294704965982,0.134,0.173,1,"NS"
"DYNC1I2",0.12444454634153,-0.334954627693189,0.101,0.12,1,"NS"
"TRIM22",0.00328854618372767,-0.33513276021664,0.161,0.207,1,"NS"
"PIP4K2A",0.0013615040615049,-0.335678828017128,0.306,0.36,1,"NS"
"ARHGDIA",0.00182011298209109,-0.335763780510688,0.259,0.313,1,"NS"
"MGST3",0.012953456609822,-0.336482210075787,0.219,0.257,1,"NS"
"CAPZA1",0.00133510662617118,-0.336557909584515,0.254,0.306,1,"NS"
"SHISA5",0.00737130306103723,-0.336641479858018,0.155,0.194,1,"NS"
"RNF13",0.0390126071302014,-0.337195347212705,0.087,0.111,1,"NS"
"VAMP5",0.0039020674082874,-0.337694074523969,0.182,0.227,1,"NS"
"TRIM33",0.0359135406407921,-0.337989886353322,0.079,0.103,1,"NS"
"GTF3C6",0.060454457206572,-0.338465597743845,0.167,0.194,1,"NS"
"PDLIM2",0.02303171993903,-0.339456844170812,0.14,0.171,1,"NS"
"NDUFB11",0.011080696815944,-0.339464197715063,0.325,0.365,1,"NS"
"COX7B",0.000246059702792655,-0.339663229346998,0.361,0.425,1,"NS"
"MAZ",0.0152941251913043,-0.339739662029136,0.134,0.166,1,"NS"
"CTCF",0.0735391740807577,-0.340952425177986,0.093,0.113,1,"NS"
"ILKAP",0.00697293033128513,-0.341034790665815,0.08,0.112,1,"NS"
"SPPL2A",0.0446741059739634,-0.341653103220977,0.127,0.153,1,"NS"
"ARID1A",0.040340808376821,-0.342390489231176,0.095,0.119,1,"NS"
"PILRB",0.00066193637324511,-0.342911708423004,0.104,0.151,1,"NS"
"SRSF4",0.0100475276457004,-0.34304636139536,0.154,0.191,1,"NS"
"TIMM8B",0.315931160025985,-0.343071582994947,0.135,0.146,1,"NS"
"ZCCHC10",0.175016440986142,-0.343295722642224,0.087,0.102,1,"NS"
"PTGER4",0.00104804827537897,-0.343393708731765,0.213,0.268,1,"NS"
"ZC3H18",0.00401240870230238,-0.343921029340982,0.078,0.111,1,"NS"
"CD38",0.00293189859100893,-0.343945337059461,0.086,0.122,1,"NS"
"LAMTOR5",0.00306219295485505,-0.343994502479597,0.253,0.301,1,"NS"
"G6PD",0.0163968884747826,-0.344574154684062,0.131,0.164,1,"NS"
"RALGDS",0.0301971242568281,-0.344853858619601,0.103,0.131,1,"NS"
"MAF1",0.0126144453658945,-0.346636470167408,0.183,0.221,1,"NS"
"PRDM2",0.0124673397837197,-0.347928471454775,0.128,0.16,1,"NS"
"STXBP2",0.230558524668271,-0.348151078550243,0.114,0.128,1,"NS"
"SYF2",0.00244695098155616,-0.349192123117824,0.326,0.379,1,"NS"
"PLEKHA3",0.159956483569347,-0.349424937940632,0.084,0.1,1,"NS"
"UBR2",0.0554715168109193,-0.349642034331978,0.079,0.101,1,"NS"
"P4HB",0.00107014035094196,-0.349749123285759,0.266,0.321,1,"NS"
"LARP7",0.0189680038732536,-0.349835771842645,0.135,0.167,1,"NS"
"MEAF6",0.0241812077502921,-0.350725071203135,0.217,0.251,1,"NS"
"DDX27",0.00775595940839936,-0.350872660340367,0.127,0.163,1,"NS"
"NDFIP1",0.0358168161571925,-0.35205169071142,0.188,0.218,1,"NS"
"HIPK1",0.00170400563349426,-0.352716886371182,0.107,0.148,1,"NS"
"GATAD2A",0.0723939825067171,-0.35278947553595,0.084,0.105,1,"NS"
"HNRNPF",0.000108281416204528,-0.353272291778596,0.347,0.414,1,"NS"
"BAX",0.00836448612136543,-0.353282629869202,0.301,0.344,1,"NS"
